ticker,as_of_date,market_cap_cr,enterprise_value_cr,pe,ev_ebitda,pb,ps,roe,roce,roa,industry_pe,historical_pe_3y,historical_pe_5y,historical_pe_10y,avg_roe_3y,avg_roe_5y,debt_equity,current_ratio,interest_coverage,revenue_ttm,ebitda_ttm,pat_ttm,revenue_growth_1y,revenue_growth_3y,revenue_growth_5y,ebitda_margin,pat_margin,ebitda_growth_1y,pat_growth_1y,pat_growth_3y,pat_growth_5y,promoter_holding,fii_holding,dii_holding,public_holding,latest_result_date,result_quarter,cash,total_debt,working_capital_days,cfo_ttm,source,ingested_at
360ONE,2026-06-11,42236.45,56686.17,34.71,20.08,4.29,9.68,14.39,12.13,5.18,20.69,36.55,32.88,34.51,18.25,18.86,1.62,2.69,2.45,4361.62,,,,28.48,21.4,62.06,,,22.73,22.73,26.8,6.24,63.33,12.75,17.67,,,,15931.31,,,screener,2026-06-11T19:36:08.942892+05:30
3MINDIA,2026-06-11,35793.47,35145.44,66.0,33.97,20.24,7.03,30.0,50.05,17.63,18.27,69.44,73.1,73.17,27.37,21.89,0.1,2.18,22.34,5089.76,,,,10.88,16.03,19.37,,,9.25,9.25,29.62,75.0,3.52,8.34,13.15,,,,169.75,,,screener,2026-06-11T12:45:34.591728+05:30
AADHARHFC,2026-06-11,20294.47,37823.57,18.3,13.42,2.67,5.53,15.93,11.38,4.38,14.64,21.35,21.35,21.35,16.85,16.59,2.49,1.63,2.04,3672.58,,,,21.59,18.45,76.35,,,25.25,25.25,26.63,64.9,6.13,9.15,19.83,,,,18743.78,,,screener,2026-06-11T12:45:34.591728+05:30
AARTIIND,2026-06-11,15524.96,19881.96,37.64,16.96,2.62,1.87,7.13,6.85,3.38,28.96,46.24,42.45,31.75,7.11,11.54,0.83,0.83,2.05,8286.0,,,,7.78,12.96,14.08,,,-8.91,-8.91,-4.67,42.09,7.38,20.12,30.39,,,,4966.0,,,screener,2026-06-11T12:45:34.591728+05:30
AAVAS,2026-06-11,10498.11,24340.38,16.0,12.3,2.08,3.91,13.92,9.92,3.29,14.64,24.97,27.57,40.11,13.98,13.97,3.11,7.44,1.77,2683.46,,,,18.61,19.46,73.67,,,15.07,15.07,17.74,48.88,16.74,22.14,12.24,,,,15685.57,,,screener,2026-06-11T12:45:34.591728+05:30
ABB,2026-06-11,142730.89,136980.84,93.69,61.98,18.2,10.9,22.39,29.93,12.83,35.14,83.74,96.25,74.72,24.7,21.6,0.01,2.05,108.67,13093.38,,,,15.51,17.8,14.13,,,29.76,29.76,57.13,75.0,8.19,9.28,7.5,,,,84.82,,,screener,2026-06-11T12:45:34.591728+05:30
ABBOTINDIA,2026-06-11,55841.81,53758.85,35.99,24.66,11.69,8.06,34.46,44.89,24.99,31.66,47.33,48.52,47.22,34.99,33.56,0.04,2.55,84.2,6929.05,,,,9.01,9.96,27.31,,,17.79,17.79,17.57,74.99,0.27,8.93,15.81,,,,171.99,,,screener,2026-06-11T12:45:34.591728+05:30
ABCAPITAL,2026-06-11,88904.97,263712.74,23.34,15.28,2.56,1.95,11.74,8.72,1.27,31.47,18.07,17.99,20.43,12.22,14.38,5.22,0.44,1.46,45508.98,,,,14.69,18.77,36.68,,,-7.44,-7.44,27.55,68.51,7.01,13.71,10.64,,,,179537.75,,,screener,2026-06-11T12:45:34.591728+05:30
ABDL,2026-06-11,16840.0,17825.35,73.2,31.39,10.12,4.29,14.35,18.43,5.77,42.42,70.27,70.27,70.27,14.31,11.39,0.69,1.34,3.63,3922.78,,,,7.63,10.81,13.81,,,422.81,422.81,147.05,80.91,3.23,4.82,11.03,,,,1150.53,,,screener,2026-06-11T12:45:34.591728+05:30
ABLBL,2026-06-11,11790.24,14716.83,56.37,10.3,8.36,1.4,15.56,14.67,2.46,49.62,59.55,59.55,59.55,,,2.14,1.07,1.74,8395.81,,,,,,16.01,,,,,,46.6,12.78,20.24,19.87,,,,3018.1,,,screener,2026-06-11T12:45:34.591728+05:30
ABREL,2026-06-11,13197.98,17435.71,,-54.42,3.53,32.41,-7.43,-4.26,-1.7,26.02,144.13,116.85,53.78,-2.8,0.16,1.52,1.49,-6.02,407.18,,,,-52.63,-31.07,-91.45,,,,,,50.21,9.04,16.4,23.34,,,,5636.49,,,screener,2026-06-11T12:45:34.591728+05:30
ABSLAMC,2026-06-11,31057.4,30982.11,31.79,23.49,7.68,16.83,25.16,32.24,22.91,36.7,22.79,20.34,20.34,26.42,27.32,0.02,1.04,254.17,1845.03,,,,11.0,8.95,59.87,,,17.9,17.9,13.17,74.82,5.75,11.55,7.85,,,,63.73,,,screener,2026-06-11T12:45:34.591728+05:30
ACC,2026-06-11,24448.02,24318.9,11.49,7.22,1.19,0.94,10.86,11.25,8.02,28.42,21.25,22.16,23.44,12.61,11.79,0.02,1.97,20.07,25961.85,,,,5.34,13.5,11.39,,,31.47,31.47,6.61,56.69,5.93,21.62,15.6,,,,428.61,,,screener,2026-06-11T12:45:34.591728+05:30
ACE,2026-06-11,10360.25,10290.95,24.95,16.76,5.17,3.16,22.9,31.7,13.93,30.28,41.05,31.25,31.74,26.71,24.43,0.0,1.33,26.18,3280.44,,,,14.95,21.73,15.36,,,38.27,38.27,40.49,65.42,9.58,1.84,23.1,,,,7.9,,,screener,2026-06-11T12:45:34.591728+05:30
ACMESOLAR,2026-06-11,23867.92,37606.12,48.02,16.6,4.05,11.8,10.38,8.89,2.12,27.38,42.62,42.62,42.62,8.43,4.47,3.93,2.17,1.6,2023.38,,,,16.04,3.64,88.04,,,149.47,149.47,51.46,83.29,3.6,7.05,5.96,,,,19896.29,,,screener,2026-06-11T12:45:34.591728+05:30
ACUTAAS,2026-06-11,25962.2,25772.97,72.85,49.38,15.65,19.38,24.05,31.56,20.17,31.66,62.35,58.51,58.51,18.48,18.21,0.02,3.82,148.62,1339.37,,,,29.5,31.5,35.87,,,61.97,61.97,45.77,32.66,19.48,19.6,28.24,,,,35.6,,,screener,2026-06-11T12:45:34.591728+05:30
ADANIENSOL,2026-06-11,182114.52,227343.61,81.24,26.22,7.12,6.6,9.44,9.65,2.82,82.29,67.24,92.56,52.77,10.47,10.93,1.93,1.01,1.84,27588.03,,,,27.56,22.68,29.02,,,21.29,21.29,12.86,72.73,12.23,10.24,4.81,,,,49176.43,,,screener,2026-06-11T12:45:34.591728+05:30
ADANIENT,2026-06-11,382648.21,477460.58,,29.63,4.69,3.81,-3.38,5.8,-1.03,67.13,102.06,112.55,69.99,2.41,3.62,1.32,0.99,1.66,100468.61,,,,-7.64,20.5,13.93,,,,,,74.67,10.8,6.7,7.84,,,,106621.79,,,screener,2026-06-11T12:45:34.591728+05:30
ADANIGREEN,2026-06-11,242134.89,342913.89,132.28,28.36,12.1,18.73,11.4,7.39,1.74,27.38,122.99,181.2,222.12,13.07,14.45,5.19,0.49,1.35,12928.0,,,,18.47,32.85,83.42,,,17.34,17.34,44.08,62.43,11.1,4.56,21.92,,,,103545.0,,,screener,2026-06-11T12:45:34.591728+05:30
ADANIPORTS,2026-06-11,415323.16,470405.17,32.03,18.66,4.33,10.72,16.38,14.12,8.17,23.53,26.85,27.38,23.85,17.83,16.81,0.66,1.31,4.23,38735.77,,,,22.93,25.28,59.04,,,27.25,27.25,21.0,68.02,13.25,13.86,4.89,,,,63565.52,,,screener,2026-06-11T12:45:34.591728+05:30
ADANIPOWER,2026-06-11,422913.34,470657.31,33.11,20.15,6.52,7.8,21.07,17.22,10.15,31.19,15.54,15.77,16.75,31.75,33.38,0.84,1.34,5.58,54240.52,,,,11.84,15.65,36.52,,,5.87,5.87,58.41,74.96,11.73,3.69,9.63,,,,54670.29,,,screener,2026-06-11T12:45:34.591728+05:30
AEGISLOG,2026-06-11,31051.22,31006.63,34.64,17.43,5.13,3.73,16.81,13.58,8.66,31.3,37.99,31.48,38.16,15.93,16.09,0.69,1.71,10.83,8333.21,,,,-1.15,16.74,17.42,,,25.49,25.49,32.09,58.1,19.56,3.67,18.67,,,,4149.94,,,screener,2026-06-11T12:45:34.591728+05:30
AEGISVOPAK,2026-06-11,22519.93,25943.97,72.5,35.84,5.24,24.4,10.0,7.33,4.69,41.06,105.27,105.27,105.27,9.47,8.69,0.87,0.37,4.7,923.08,,,,37.73,,74.37,,,1471.75,1471.75,,86.93,5.89,4.89,2.28,,,,3730.92,,,screener,2026-06-11T12:45:34.591728+05:30
AFCONS,2026-06-11,11723.13,14464.15,40.67,9.09,2.13,0.98,5.38,13.63,1.59,17.24,30.94,30.94,30.94,9.55,11.54,0.67,1.29,1.69,11948.38,,,,-1.85,4.97,10.19,,,-12.2,-12.2,10.94,50.17,12.19,20.96,16.69,,,,3626.91,,,screener,2026-06-11T12:45:34.591728+05:30
AFFLE,2026-06-11,20294.4,19015.14,44.65,27.63,5.55,7.49,13.79,16.84,11.32,23.57,59.21,63.19,64.76,14.17,15.78,0.0,3.59,107.21,2709.31,,,,23.63,39.29,22.52,,,22.97,22.97,27.54,54.92,16.66,17.9,10.4,,,,14.81,,,screener,2026-06-11T12:45:34.591728+05:30
AIAENG,2026-06-11,41060.96,40847.37,32.28,23.42,5.08,9.29,17.02,21.09,15.53,25.81,30.54,30.85,30.52,16.87,16.96,0.0,19.09,44.69,4419.86,,,,-3.44,8.93,28.42,,,6.71,6.71,18.69,58.5,16.79,22.03,2.69,,,,10.27,,,screener,2026-06-11T12:45:34.591728+05:30
AIIL,2026-06-11,39586.67,42435.48,20.5,18.11,2.7,15.17,13.13,13.67,10.93,20.35,7.91,8.0,8.0,30.49,,0.23,0.57,11.64,2608.8,,,,69.18,,88.11,,,216.78,216.78,,68.81,14.23,0.19,16.76,,,,3335.56,,,screener,2026-06-11T12:45:34.591728+05:30
AJANTPHARM,2026-06-11,38730.04,38885.44,36.67,24.82,8.57,7.1,25.39,32.32,19.1,31.66,36.45,34.26,27.3,24.57,23.0,0.06,2.64,86.52,5452.86,,,,13.37,13.54,25.58,,,21.14,21.14,10.15,66.24,8.26,18.36,7.14,,,,260.17,,,screener,2026-06-11T12:45:34.591728+05:30
ALKEM,2026-06-11,63387.38,63701.64,26.04,17.75,4.57,4.31,18.88,21.23,12.9,31.66,30.33,29.06,28.55,19.25,18.23,0.15,2.55,19.94,14712.27,,,,8.25,10.66,20.43,,,31.5,31.5,9.39,51.2,10.15,21.39,17.25,,,,2047.16,,,screener,2026-06-11T12:45:34.591728+05:30
AMBER,2026-06-11,26315.9,28551.94,132.86,29.06,6.01,2.16,5.95,10.25,2.27,45.38,95.32,91.16,87.78,7.71,7.72,0.62,1.13,2.32,12186.48,,,,20.72,32.09,7.08,,,7.49,7.49,18.42,38.17,23.96,27.92,9.96,,,,2701.59,,,screener,2026-06-11T12:45:34.591728+05:30
AMBUJACEM,2026-06-11,101144.49,101051.82,20.2,13.6,1.7,2.49,8.85,5.61,6.98,28.42,33.87,32.3,27.98,9.0,9.47,0.01,1.05,17.25,40655.68,,,,1.45,10.65,16.18,,,21.47,21.47,15.3,67.33,5.83,19.62,7.0,,,,865.93,,,screener,2026-06-11T12:45:34.591728+05:30
ANANDRATHI,2026-06-11,28790.72,28650.87,73.52,50.07,28.08,23.84,45.3,57.47,34.03,50.77,66.49,54.45,54.45,42.24,41.12,0.08,4.12,34.5,1207.77,,,,30.97,35.95,47.37,,,32.52,32.52,54.69,43.12,5.78,9.1,42.01,,,,83.25,,,screener,2026-06-11T12:45:34.591728+05:30
ANANTRAJ,2026-06-11,18710.08,18479.14,33.71,25.55,3.26,7.45,11.15,12.07,9.2,26.02,43.85,42.79,31.66,10.24,8.32,0.12,9.75,54.6,2511.6,,,,37.94,58.68,26.11,,,53.6,53.6,120.48,57.41,10.88,4.83,26.89,,,,680.54,,,screener,2026-06-11T12:45:34.591728+05:30
ANGELONE,2026-06-11,30327.77,21718.69,33.1,11.84,4.94,5.9,15.59,14.77,4.49,20.69,20.64,20.09,20.81,25.1,29.45,1.3,1.84,3.91,5137.68,,,,19.61,31.86,35.42,,,1.22,1.22,25.02,28.8,12.81,18.88,39.52,,,,7951.41,,,screener,2026-06-11T12:45:34.591728+05:30
ANTHEM,2026-06-11,44101.01,43879.17,72.43,44.34,14.48,20.76,22.34,30.45,19.53,48.38,77.25,77.25,77.25,21.23,23.42,0.02,5.54,124.17,2124.33,,,,26.2,14.0,39.25,,,20.93,20.93,17.54,74.68,1.28,11.55,12.48,,,,53.04,,,screener,2026-06-11T12:45:34.591728+05:30
ANURAS,2026-06-11,14492.87,15966.73,85.19,29.4,4.33,6.13,5.5,7.36,3.35,28.96,84.98,68.74,68.63,4.6,5.94,0.56,1.43,2.71,2365.46,,,,13.87,23.88,22.19,,,-2.02,-2.02,19.29,59.08,6.91,0.35,33.65,,,,1867.49,,,screener,2026-06-11T12:45:34.591728+05:30
APARINDS,2026-06-11,58953.68,59177.31,58.92,30.49,10.94,2.57,20.23,31.12,8.02,27.95,37.7,27.19,18.06,21.63,22.42,0.18,1.45,4.07,22902.12,,,,16.9,29.09,8.19,,,16.23,16.23,44.42,57.77,9.38,24.15,8.71,,,,955.51,,,screener,2026-06-11T12:45:34.591728+05:30
APLAPOLLO,2026-06-11,48559.71,48171.13,40.37,25.17,9.22,2.1,25.31,31.64,14.65,21.5,57.96,53.23,40.99,22.34,23.45,0.09,1.34,13.42,23079.0,,,,12.6,22.11,7.81,,,23.25,23.25,27.28,28.25,37.52,16.05,18.18,,,,497.65,,,screener,2026-06-11T12:45:34.591728+05:30
APOLLOHOSP,2026-06-11,121649.0,129025.1,62.23,32.21,12.86,4.82,22.11,17.89,9.42,45.75,87.57,82.43,78.15,18.39,17.3,0.9,1.06,6.96,25228.5,5800.0,1440.0,18.5,22.5,19.03,14.94,7.8,22.5,34.12,34.12,77.79,28.02,42.62,22.76,6.39,2025-01-28,Q3FY25,3500.0,8492.9,45.0,2800.0,screener,2026-06-11T12:45:34.591728+05:30
APOLLOTYRE,2026-06-11,24156.1,26787.3,11.67,6.26,1.45,0.85,13.16,13.82,7.34,21.47,19.47,19.71,17.84,11.67,10.01,0.22,1.32,6.98,28470.6,,,,5.04,10.35,14.55,,,26.54,26.54,23.8,36.93,12.15,27.56,21.38,,,,3675.23,,,screener,2026-06-11T12:45:34.591728+05:30
APTUS,2026-06-11,12886.63,20199.66,13.65,10.79,2.58,5.88,20.11,15.4,7.76,14.64,23.37,25.2,25.2,18.77,17.8,1.56,10.75,2.87,2192.24,,,,26.1,27.94,83.0,,,23.3,23.3,28.71,23.87,30.34,29.43,16.35,,,,7903.77,,,screener,2026-06-11T12:45:34.591728+05:30
ARE&M,2026-06-11,14644.79,14902.17,18.85,9.11,1.84,1.08,10.01,13.46,7.37,27.43,20.08,17.92,21.58,11.99,12.37,0.05,1.57,26.76,13548.86,,,,9.25,13.64,11.4,,,0.45,0.45,4.08,32.86,17.31,16.95,32.88,,,,372.75,,,screener,2026-06-11T12:45:34.591728+05:30
ASAHIINDIA,2026-06-11,22191.4,24144.05,62.78,25.18,5.66,4.45,10.71,11.76,4.86,27.43,51.52,42.48,42.27,12.77,14.93,0.56,1.43,3.31,4989.93,,,,7.48,15.56,18.4,,,-0.61,-0.61,22.55,51.57,4.85,5.35,38.23,,,,2197.96,,,screener,2026-06-11T12:45:34.591728+05:30
ASHOKLEY,2026-06-11,81646.55,134825.03,21.99,11.85,5.68,1.45,28.11,13.82,4.37,26.58,25.54,27.44,24.88,28.41,21.84,4.49,1.32,2.18,56362.08,,,,10.59,23.71,19.06,,,46.11,46.11,84.95,51.35,24.57,13.06,10.79,,,,63935.7,,,screener,2026-06-11T12:45:34.591728+05:30
ASIANPAINT,2026-06-11,258225.66,261080.91,58.22,34.42,12.05,7.26,21.77,26.32,13.9,34.82,57.46,65.38,62.05,24.33,24.74,0.18,2.21,32.53,35583.54,,,,1.05,10.38,18.82,,,2.41,2.41,7.26,52.63,12.11,21.74,13.39,,,,3928.93,,,screener,2026-06-11T12:45:34.591728+05:30
ASTERDM,2026-06-11,41869.32,42763.62,102.57,43.21,9.15,9.02,10.7,11.4,6.11,45.75,91.17,75.97,38.0,7.23,9.47,0.49,1.99,5.9,4643.22,,,,15.75,-11.61,18.61,,,-1.31,-1.31,22.57,40.39,17.18,27.57,14.61,,,,2219.66,,,screener,2026-06-11T12:45:34.591728+05:30
ASTRAL,2026-06-11,40391.54,39698.44,73.29,35.79,9.97,6.15,14.36,19.86,10.15,19.85,87.94,89.71,76.81,15.61,17.0,0.06,1.76,12.7,6568.6,,,,8.39,15.64,16.17,,,6.84,6.84,6.57,54.22,14.5,20.92,9.99,,,,250.3,,,screener,2026-06-11T12:45:34.591728+05:30
ATGL,2026-06-11,80594.1,82342.87,127.22,67.46,16.71,13.75,14.06,15.09,7.43,14.74,113.92,150.88,114.18,16.64,17.99,0.47,0.51,7.65,5863.51,,,,10.23,28.16,20.26,,,6.16,6.16,5.6,74.8,12.75,6.26,6.18,,,,2251.76,,,screener,2026-06-11T12:45:34.591728+05:30
ATHERENERG,2026-06-11,40172.19,40013.26,,-155.67,15.56,10.94,-33.41,-19.77,-15.01,35.63,,,,-83.98,-102.06,0.26,2.42,-5.23,3671.76,,,,27.28,115.07,-11.12,,,12.08,12.08,,40.77,17.21,28.97,13.03,,,,664.22,,,screener,2026-06-11T12:45:34.591728+05:30
ATUL,2026-06-11,19421.39,19509.74,28.64,15.73,3.13,3.1,11.47,14.87,9.27,28.96,44.86,41.33,34.65,9.22,10.5,0.03,3.61,52.66,6273.54,,,,4.95,10.95,16.43,,,8.57,8.57,1.22,45.22,7.5,25.89,21.37,,,,183.02,,,screener,2026-06-11T12:45:34.591728+05:30
AUBANK,2026-06-11,72085.89,231645.33,27.27,17.82,3.66,3.87,14.32,7.66,1.51,15.06,27.79,30.32,31.09,13.94,14.45,8.44,2.13,1.36,18636.34,,,,31.45,30.36,53.76,,,22.74,22.74,17.66,22.76,37.27,31.3,8.67,,,,166532.7,,,screener,2026-06-11T12:45:34.591728+05:30
AUROPHARMA,2026-06-11,85011.95,83214.5,23.91,11.34,2.28,2.53,10.06,12.8,6.57,31.66,21.58,19.07,17.27,10.84,10.4,0.21,1.81,14.48,33653.08,,,,10.63,6.32,20.34,,,22.72,22.72,0.8,51.81,15.24,25.82,7.08,,,,8072.84,,,screener,2026-06-11T12:45:34.591728+05:30
AWL,2026-06-11,24589.91,23979.87,23.19,9.41,2.37,0.33,10.68,18.33,4.51,20.1,41.62,71.05,71.05,9.05,9.5,0.11,1.26,2.97,74730.67,,,,8.7,15.04,2.85,,,22.0,22.0,7.8,56.94,21.86,8.37,12.38,,,,1109.27,,,screener,2026-06-11T12:45:34.591728+05:30
AXISBANK,2026-06-11,411849.2,1947523.89,15.56,18.31,1.91,3.11,13.17,6.24,1.47,14.66,13.57,14.2,16.76,15.67,14.09,7.56,1.82,1.44,132538.24,,,,14.87,15.53,57.87,,,34.59,34.59,29.65,8.14,42.04,43.35,6.44,,,,1614302.06,,,screener,2026-06-11T12:45:34.591728+05:30
BAJAJ-AUTO,2026-06-11,284249.32,303890.58,26.4,19.23,7.28,4.52,29.11,28.21,16.15,35.63,31.42,25.52,20.36,26.26,23.85,0.58,1.76,12.97,62905.0,,,,19.94,17.79,20.76,,,21.07,21.07,17.29,55.01,8.82,14.35,21.62,,,,22713.15,,,screener,2026-06-11T12:45:34.591728+05:30
BAJAJFINSV,2026-06-11,264570.92,676866.84,26.63,11.92,3.38,1.76,13.22,10.52,2.83,15.12,33.61,35.66,34.74,13.84,13.74,5.52,0.29,1.97,150503.77,,,,22.4,19.96,37.7,,,15.69,15.69,17.3,58.71,7.23,11.76,22.16,,,,429913.96,,,screener,2026-06-11T12:45:34.591728+05:30
BAJAJHFL,2026-06-11,68825.07,172363.46,26.79,17.0,3.04,6.17,12.1,8.84,2.24,14.64,42.62,42.62,42.62,13.28,13.24,4.6,0.77,1.49,11147.2,,,,25.31,28.72,90.94,,,26.88,26.88,41.48,86.7,0.99,1.18,11.1,,,,103703.99,,,screener,2026-06-11T12:45:34.591728+05:30
BAJAJHLDNG,2026-06-11,110494.84,110472.56,13.52,12.89,1.54,103.31,12.04,11.0,10.36,15.12,16.15,15.45,12.93,12.46,11.88,0.0,1.45,11854.83,1069.58,,,,27.04,18.53,84.83,,,19.03,19.03,17.52,51.46,9.62,8.08,30.85,,,,9.62,,,screener,2026-06-11T12:45:34.591728+05:30
BAJFINANCE,2026-06-11,545051.14,964408.31,28.44,17.3,4.79,6.65,18.23,10.82,3.81,20.35,32.53,34.81,43.76,19.54,19.86,3.82,3.44,1.91,81982.38,,,,25.56,25.18,67.98,,,18.59,18.59,34.13,54.7,21.33,15.1,8.73,,,,435112.49,,,screener,2026-06-11T12:45:34.591728+05:30
BALKRISIND,2026-06-11,39290.77,43337.08,31.6,16.98,3.6,3.63,11.65,12.38,7.44,21.47,34.27,33.24,30.88,14.28,15.36,0.38,1.01,13.3,10823.08,,,,3.51,13.35,21.25,,,7.56,7.56,1.34,58.29,11.13,24.25,6.32,,,,4110.82,,,screener,2026-06-11T12:45:34.591728+05:30
BALRAMCHIN,2026-06-11,11549.97,14715.81,30.53,18.07,2.69,1.84,9.54,9.28,4.87,15.84,22.76,22.03,15.3,11.26,12.04,0.77,1.13,8.25,6271.15,,,,10.36,5.44,11.82,,,10.11,10.11,-4.41,42.85,9.44,28.79,18.91,,,,3170.04,,,screener,2026-06-11T12:45:34.591728+05:30
BANDHANBNK,2026-06-11,31720.94,199241.51,25.95,15.82,1.26,1.46,4.91,6.41,0.61,14.66,13.47,13.92,19.25,9.03,8.15,7.15,4.27,1.16,21689.11,,,,10.89,11.61,45.46,,,-17.7,-17.7,-11.11,38.98,22.07,22.33,16.55,,,,180647.26,,,screener,2026-06-11T12:45:34.591728+05:30
BANKBARODA,2026-06-11,136730.85,1922737.88,6.92,17.68,0.83,1.02,12.7,5.63,1.01,8.13,6.64,7.14,8.29,14.76,13.96,11.13,2.37,1.3,134298.12,,,,12.43,12.56,64.22,,,10.03,10.03,72.77,63.97,9.69,18.92,7.33,,,,1846191.7,,,screener,2026-06-11T12:45:34.591728+05:30
BANKINDIA,2026-06-11,64420.22,1068099.82,6.11,16.45,0.72,0.85,12.41,5.93,0.95,8.13,6.9,7.52,7.76,11.69,9.87,11.67,3.1,1.28,75613.28,,,,16.41,13.1,72.61,,,41.92,41.92,39.24,73.38,7.26,13.96,5.4,,,,1049599.3,,,screener,2026-06-11T12:45:34.591728+05:30
BATAINDIA,2026-06-11,8506.58,9396.66,51.32,11.96,5.33,2.42,10.46,12.18,4.36,39.46,66.16,67.65,63.15,15.17,14.01,0.87,1.72,2.72,3515.5,,,,0.61,15.52,20.1,,,-19.87,-19.87,32.01,50.16,6.43,28.39,15.02,,,,1386.57,,,screener,2026-06-11T12:45:34.591728+05:30
BAYERCROP,2026-06-11,19144.88,17804.88,27.79,18.38,6.45,3.37,23.7,29.14,12.59,21.88,34.14,37.27,40.18,23.43,23.95,0.03,1.92,44.18,5675.0,,,,3.36,5.9,15.4,,,0.53,0.53,7.24,71.43,3.89,11.89,12.79,,,,81.8,,,screener,2026-06-11T12:45:34.591728+05:30
BBTC,2026-06-11,10430.88,11178.5,8.66,2.98,1.49,0.53,19.06,33.0,17.82,48.25,12.06,16.17,16.24,18.96,-5.47,0.23,1.19,24.65,19538.62,,,,5.53,7.84,17.56,,,31.41,31.41,26.75,74.05,9.48,1.46,15.01,,,,1590.43,,,screener,2026-06-11T12:45:34.591728+05:30
BDL,2026-06-11,43069.26,38360.27,102.44,59.28,10.14,17.64,10.19,13.84,3.22,62.08,80.23,62.13,26.08,13.92,14.17,0.0,2.01,168.5,2441.79,,,,-0.64,4.99,9.15,,,6.08,6.08,10.28,74.93,2.02,10.97,12.1,,,,0.32,,,screener,2026-06-11T12:45:34.591728+05:30
BEL,2026-06-11,295899.85,287393.28,48.77,33.36,12.37,10.72,27.58,36.53,14.2,62.08,49.11,35.29,25.17,27.76,25.89,0.0,1.98,1197.58,27610.11,5300.0,4200.0,15.5,18.2,14.37,29.15,17.9,18.8,26.72,26.72,23.64,51.14,19.51,20.0,9.37,2025-01-28,Q3FY25,8500.0,65.46,75.0,4800.0,screener,2026-06-11T12:45:34.591728+05:30
BELRISE,2026-06-11,19741.96,20193.62,40.93,17.59,3.84,2.62,12.59,13.85,6.7,27.43,29.36,29.36,29.36,13.13,13.7,0.24,2.1,5.02,7528.33,,,,11.75,13.44,13.98,,,21.64,21.64,22.53,66.46,8.86,10.16,14.51,,,,1236.76,,,screener,2026-06-11T12:45:34.591728+05:30
BEML,2026-06-11,14461.89,14733.64,102.28,44.86,4.92,3.32,4.86,7.71,2.17,30.28,57.14,52.78,49.66,8.66,7.69,0.11,2.01,5.4,4350.53,,,,3.72,3.88,6.87,,,-2.06,-2.06,15.51,54.03,5.59,18.71,21.68,,,,308.84,,,screener,2026-06-11T12:45:34.591728+05:30
BERGEPAINT,2026-06-11,60404.78,60734.6,51.8,30.5,8.75,5.08,17.85,22.2,12.18,34.82,54.97,61.46,61.97,20.29,20.64,0.09,2.12,27.77,11880.25,,,,3.98,11.75,15.43,,,10.67,10.67,10.3,74.98,4.68,11.71,8.63,,,,635.13,,,screener,2026-06-11T12:45:34.591728+05:30
BHARATFORG,2026-06-11,92894.96,99213.63,78.74,31.84,9.7,5.53,12.53,13.09,5.64,27.43,66.8,61.24,48.82,12.43,11.99,0.76,1.17,6.63,16811.65,,,,9.2,21.55,17.35,,,35.27,35.27,39.83,44.07,14.15,32.62,9.0,,,,7308.61,,,screener,2026-06-11T12:45:34.591728+05:30
BHARTIARTL,2026-06-11,1090026.75,1255061.65,37.93,10.22,7.3,5.17,21.86,18.5,6.88,41.42,48.87,60.61,61.95,20.44,17.02,1.31,0.52,3.25,210972.8,82000.0,22800.0,12.5,18.5,15.96,56.73,15.4,15.5,48.98,48.98,23.96,48.87,27.79,20.53,2.63,2025-01-29,Q3FY25,15000.0,195411.7,25.0,26000.0,screener,2026-06-11T12:45:34.591728+05:30
BHARTIHEXA,2026-06-11,73050.0,79126.7,41.52,15.47,10.19,7.81,26.86,21.82,9.18,41.42,68.8,68.8,68.8,22.81,18.03,0.86,0.38,4.83,9353.8,,,,12.45,15.24,52.28,,,47.4,47.4,35.01,70.0,3.69,10.6,15.71,,,,6137.3,,,screener,2026-06-11T12:45:34.591728+05:30
BHEL,2026-06-11,128697.02,125017.35,80.43,38.94,4.92,3.81,6.29,8.51,2.21,35.14,167.08,138.71,67.52,3.22,2.75,0.31,1.59,3.83,33782.18,2600.0,550.0,12.8,5.5,14.31,6.93,2.1,28.5,36.51,36.51,20.99,58.17,7.23,23.93,10.63,2025-02-10,Q3FY25,5500.0,8186.95,140.0,1450.0,screener,2026-06-11T12:45:34.591728+05:30
BIKAJI,2026-06-11,16690.26,16673.1,63.85,36.09,10.4,5.57,17.49,19.74,12.36,48.25,73.67,75.16,75.16,18.77,17.21,0.19,2.47,20.57,2993.86,,,,15.05,17.96,13.71,,,24.01,24.01,23.7,73.88,4.68,17.28,4.15,,,,299.33,,,screener,2026-06-11T12:45:34.591728+05:30
BIOCON,2026-06-11,66919.2,79159.7,171.81,20.84,1.97,3.95,1.4,3.75,0.61,31.66,46.2,48.73,49.84,3.51,4.2,0.45,1.22,1.86,16927.0,,,,14.85,18.83,20.41,,,-14.73,-14.73,-11.84,44.91,7.52,24.01,23.4,,,,15434.1,,,screener,2026-06-11T12:45:34.591728+05:30
BLS,2026-06-11,10235.84,9484.64,14.9,10.38,4.11,3.41,32.74,29.34,22.02,30.08,40.71,36.8,29.28,32.88,31.48,0.17,2.91,35.3,2998.22,,,,25.52,44.35,27.31,,,50.2,50.2,68.82,70.39,6.14,2.99,20.42,,,,430.58,,,screener,2026-06-11T12:45:34.591728+05:30
